,Terrorist_Org,Year,Num_Wounded,Num_Killed,Num_Attacks
2740,Farabundo Marti National Liberation Front (FMLN),1991,1015.0,425.0,492
2741,Farabundo Marti National Liberation Front (FMLN),1992,1.0,3.0,8
2742,Farabundo Marti National Liberation Front (FMLN),1994,1.0,0.0,1
2743,Farighan,1992,0.0,0.0,3
2744,Farm Animal Revenge Militia (FARM),1994,0.0,0.0,2
2745,Farmer's Movement of the Philippines (KMP),2008,0.0,1.0,1
2746,Farmer's Movement of the Philippines (KMP),2013,3.0,0.0,1
2747,Farmers,1992,0.0,0.0,1
2748,Farmers,1994,0.0,0.0,1
2749,Farmers,1996,0.0,0.0,1
2750,Farmers,1997,0.0,5.0,2
2751,Fatah Hawks,1994,17.0,4.0,2
2752,Fatah Hawks,1995,2.0,1.0,2
2753,Fatah Hawks,2001,0.0,0.0,1
2754,Fatah Uprising,1986,19.0,0.0,3
2755,Fatah Uprising,1989,0.0,0.0,1
2756,Fatah Uprising,1990,0.0,0.0,2
2757,Fatah al-Islam,2007,2.0,2.0,1
2758,Fatah al-Islam,2008,0.0,1.0,1
2759,Fatah al-Islam,2015,0.0,0.0,1
2760,Fatah al-Islam,2016,1.0,2.0,1
2761,Father of the Poor,1989,0.0,0.0,1
2762,Fatherland,1999,0.0,0.0,1
2763,Fatherland and Liberty Nationalist Front (FNPL - Frente Nacionalista Patria y Libertad FNPL),1999,0.0,0.0,1
2764,Fatoni Warriors,2017,0.0,0.0,1
2765,February 14th Movement,2013,1.0,0.0,3
2766,February 14th Movement,2014,3.0,0.0,1
2767,February 14th Movement,2017,0.0,0.0,1
2768,February 17 Martyrs Brigade,2014,1.0,4.0,6
2769,February 27 Revolutionary Armed Forces,1992,0.0,0.0,1
2770,February 28 Popular League (El Salvador),1979,0.0,35.0,5
2771,February 28 Popular League (El Salvador),1980,0.0,6.0,10
2772,Fedayeen,1980,0.0,0.0,3
2773,Fedayeen Imam Mahdi,2003,0.0,5.0,1
2774,Fedayeen Khalq (People's Commandos),1979,3.0,0.0,1
2775,Fedayeen Khalq (People's Commandos),1983,0.0,0.0,3
2776,Fedayeen Khalq (People's Commandos),1987,3.0,0.0,3
2777,Fedayeen of the Imperial Iranian Monarchy,1984,0.0,0.0,1
2778,Federation of Students and Scholars of Cote d'Ivoire (FESCI),1992,0.0,0.0,1
2779,Federation of Students and Scholars of Cote d'Ivoire (FESCI),2000,0.0,0.0,1
2780,Feliciano Argueta Front,1986,0.0,0.0,1
2781,Feminist extremists,2017,0.0,0.0,1
2782,Fetullah Terrorist Organization,2016,5.0,2.0,1
2783,Fezzan Province of the Islamic State,2015,3.0,25.0,3
2784,Fezzan Province of the Islamic State,2016,5.0,2.0,4
2785,Fezzan Province of the Islamic State,2017,3.0,12.0,3
2786,Fezzan Province of the Islamic State,2018,5.0,12.0,6
2787,Fight Against Authority,1999,0.0,0.0,1
2788,Fight Xenophobia,2017,0.0,0.0,1
2789,Fighters for Communism,1977,1.0,0.0,2
2790,Fighters for the Liberation of the Turkish People,1979,0.0,1.0,1
2791,Fighters of Democratic Latvia,2000,0.0,0.0,1
2792,Fighters of the People,1980,0.0,0.0,1
2793,Fighting Communist Front,1977,0.0,0.0,1
2794,Fighting Communist Unit,1979,1.0,0.0,1
2795,Fighting Communists,1979,0.0,0.0,1
2796,Fighting Ecologist Movement,1985,5.0,0.0,1
2797,Fighting For Freedom Coalition (FFFC-Ottawa),2010,0.0,0.0,1
2798,Fighting Guerrilla Formation,1996,1.0,0.0,2
2799,Fighting Guerrilla Formation,1997,1.0,0.0,2
2800,Fighting Guerrilla Formation,1998,0.0,0.0,1
2801,Fighting Nucleus for Communism,1977,0.0,0.0,1
2802,Fighting Popular Rally,1977,0.0,0.0,7
2803,Fighting Proletarian Front,1989,0.0,0.0,1
2804,Fighting Proletarian Squads,1977,0.0,0.0,13
2805,Fighting Women,1978,0.0,0.0,1
2806,Fighting Workers for Communism,1977,1.0,0.0,1
2807,Filipino Communists,1987,0.0,5.0,1
2808,Filipino Soldiers for the Country,1997,120.0,6.0,2
2809,Fire Group,1979,0.0,0.0,3
2810,Fire and Flame for the Police (FFdP),2017,0.0,0.0,2
2811,First Capital Command (PCC),2006,0.0,0.0,1
2812,First May Movement,1990,0.0,2.0,1
2813,First of October Antifascist Resistance Group (GRAPO),1975,0.0,11.0,13
2814,First of October Antifascist Resistance Group (GRAPO),1976,0.0,6.0,21
2815,First of October Antifascist Resistance Group (GRAPO),1977,4.0,12.0,22
2816,First of October Antifascist Resistance Group (GRAPO),1978,5.0,4.0,18
2817,First of October Antifascist Resistance Group (GRAPO),1979,42.0,20.0,26
2818,First of October Antifascist Resistance Group (GRAPO),1980,4.0,5.0,7
2819,First of October Antifascist Resistance Group (GRAPO),1981,6.0,9.0,5
2820,First of October Antifascist Resistance Group (GRAPO),1982,2.0,0.0,13
2821,First of October Antifascist Resistance Group (GRAPO),1983,2.0,2.0,5
2822,First of October Antifascist Resistance Group (GRAPO),1984,2.0,4.0,29
2823,First of October Antifascist Resistance Group (GRAPO),1987,0.0,0.0,1
2824,First of October Antifascist Resistance Group (GRAPO),1988,3.0,2.0,4
2825,First of October Antifascist Resistance Group (GRAPO),1989,1.0,3.0,4
2826,First of October Antifascist Resistance Group (GRAPO),1990,6.0,3.0,13
2827,First of October Antifascist Resistance Group (GRAPO),1991,0.0,0.0,3
2828,First of October Antifascist Resistance Group (GRAPO),1992,0.0,2.0,6
2829,First of October Antifascist Resistance Group (GRAPO),1994,0.0,0.0,2
2830,First of October Antifascist Resistance Group (GRAPO),1995,0.0,0.0,1
2831,First of October Antifascist Resistance Group (GRAPO),1998,0.0,0.0,2
2832,First of October Antifascist Resistance Group (GRAPO),1999,0.0,0.0,1
2833,First of October Antifascist Resistance Group (GRAPO),2000,10.0,3.0,14
2834,Flying Eagles (Vigilante Group),1989,0.0,24.0,1
2835,Foibe tribe,1991,0.0,12.0,1
2836,Forbid the Evil Group (Muslim Extremists),1992,0.0,0.0,3
2837,Forbidden Blockade (Greece),2008,0.0,0.0,1
2838,Force 17,1984,0.0,0.0,1
2839,Force 17,1985,1.0,3.0,3
2840,Force 17,1986,74.0,3.0,5
2841,Force 17,1987,2.0,4.0,4
2842,Force Etudiante Critique,2012,0.0,0.0,1
2843,Forces for the Defense of Democracy (FDD),2001,0.0,6.0,3
2844,Forces for the Defense of Democracy (FDD),2002,7.0,4.0,2
2845,Forces for the Unification of the Central African Republic (FIRCA),2008,0.0,0.0,1
2846,Forces of the Free Arab,1989,0.0,0.0,1
2847,Forces of the Struggling Ranks,1980,0.0,0.0,3
2848,Forces of the Struggling Ranks,1981,0.0,0.0,1
2849,Forest Brothers,2008,3.0,2.0,1
2850,Forest Brothers,2009,2.0,0.0,1
2851,Former Border Policeman,1991,0.0,0.0,1
2852,Former Govt. Troops,1992,2.0,0.0,2
2853,Former Interior Ministry Officers,1994,0.0,0.0,3
2854,Former Muslim Guerrillas,1994,0.0,0.0,1
2855,Former Soldiers/Police,1995,0.0,0.0,1
2856,Former Soldiers/Police,2000,0.0,1.0,1
2857,Former Student Hostel,1995,0.0,0.0,1
2858,Former members Central Investigation Office,1991,0.0,0.0,1
2859,Forqan Group,1979,4.0,10.0,14
2860,Forqan Group,1980,101.0,7.0,3
2861,Forqan Group,1981,1.0,0.0,1
2862,Forum for the Restoration of Democracy-Kenya,1992,0.0,0.0,1
2863,Forum for the Restoration of Democracy-Kenya,1997,0.0,1.0,1
2864,Four Martyrs Brigade,2013,2.0,2.0,1
2865,Fourth Reich Skinheads,1992,0.0,0.0,1
2866,France's Honour,1989,0.0,0.0,1
2867,Francia,1979,0.0,0.0,8
2868,Francisco Villa People's Front,1994,0.0,0.0,1
2869,Francisco Villa People's Front,1995,0.0,1.0,1
2870,Fred Hampton Unit of the People's Forces,1976,1.0,0.0,5
2871,Free Aceh Movement (GAM),1977,1.0,1.0,1
2872,Free Aceh Movement (GAM),1989,0.0,1.0,1
2873,Free Aceh Movement (GAM),1991,0.0,13.0,2
2874,Free Aceh Movement (GAM),1992,0.0,1.0,1
2875,Free Aceh Movement (GAM),1995,0.0,2.0,1
2876,Free Aceh Movement (GAM),1999,28.0,9.0,6
2877,Free Aceh Movement (GAM),2000,48.0,22.0,24
2878,Free Aceh Movement (GAM),2001,43.0,73.0,58
2879,Free Aceh Movement (GAM),2002,36.0,7.0,10
2880,Free Aceh Movement (GAM),2003,4.0,6.0,6
2881,Free Aceh Movement (GAM),2004,21.0,5.0,5
2882,Free Aceh Movement (GAM),2005,0.0,0.0,1
2883,Free Alawite Movement,2018,0.0,0.0,2
2884,Free All Political Prisoners in Holland,1992,0.0,0.0,1
2885,Free Balochistan Army (FBA),2014,0.0,0.0,1
2886,Free Democratic People's Government of Laos,2003,0.0,0.0,1
2887,Free Fatherland,1984,0.0,1.0,1
2888,Free Fatherland,1985,0.0,1.0,1
2889,Free Fatherland Youth Guerrilla Army,1991,0.0,0.0,1
2890,Free Galician People's Guerrilla Army,1987,0.0,0.0,9
2891,Free Galician People's Guerrilla Army,1988,0.0,0.0,24
2892,Free Galician People's Guerrilla Army,1989,1.0,1.0,2
2893,Free Galician People's Guerrilla Army,1990,40.0,3.0,12
2894,Free Lebanon,1979,7.0,0.0,1
2895,Free Libya Martyrs Brigade,2015,42.0,13.0,3
2896,Free Nasserite Revolutionaries,1982,27.0,12.0,1
2897,Free Network South (Freies Netz Sued),2014,0.0,0.0,1
2898,Free Papua Movement (OPM-Organisasi Papua Merdeka),1990,0.0,0.0,1
2899,Free Papua Movement (OPM-Organisasi Papua Merdeka),1992,0.0,0.0,1
2900,Free Papua Movement (OPM-Organisasi Papua Merdeka),1995,0.0,0.0,2
2901,Free Papua Movement (OPM-Organisasi Papua Merdeka),1996,0.0,2.0,2
2902,Free Papua Movement (OPM-Organisasi Papua Merdeka),1997,0.0,2.0,1
2903,Free Papua Movement (OPM-Organisasi Papua Merdeka),1999,0.0,0.0,1
2904,Free Papua Movement (OPM-Organisasi Papua Merdeka),2001,6.0,0.0,3
2905,Free Papua Movement (OPM-Organisasi Papua Merdeka),2003,3.0,1.0,1
2906,Free Papua Movement (OPM-Organisasi Papua Merdeka),2004,0.0,12.0,2
2907,Free Papua Movement (OPM-Organisasi Papua Merdeka),2006,2.0,4.0,1
2908,Free Papua Movement (OPM-Organisasi Papua Merdeka),2008,0.0,0.0,1
2909,Free Papua Movement (OPM-Organisasi Papua Merdeka),2011,1.0,2.0,2
2910,Free Papua Movement (OPM-Organisasi Papua Merdeka),2012,2.0,4.0,5
2911,Free Papua Movement (OPM-Organisasi Papua Merdeka),2013,5.0,16.0,4
2912,Free Papua Movement (OPM-Organisasi Papua Merdeka),2014,10.0,9.0,6
2913,Free Papua Movement (OPM-Organisasi Papua Merdeka),2015,1.0,3.0,3
2914,Free Papua Movement (OPM-Organisasi Papua Merdeka),2016,0.0,4.0,1
2915,Free Papua Movement (OPM-Organisasi Papua Merdeka),2017,3.0,2.0,7
2916,Free Papua Movement (OPM-Organisasi Papua Merdeka),2018,11.0,29.0,15
2917,Free Revolutionaries Movement-The Giants,1980,30.0,5.0,1
2918,Free Syrian Army,2011,0.0,10.0,2
2919,Free Syrian Army,2012,86.0,118.0,23
2920,Free Syrian Army,2013,52.0,30.0,11
2921,Free Syrian Army,2014,54.0,92.0,16
2922,Free Syrian Army,2015,62.0,29.0,17
2923,Free Syrian Army,2016,27.0,80.0,42
2924,Free Syrian Army,2017,13.0,16.0,9
2925,Free Syrian Army,2018,23.0,10.0,11
2926,Free Vietnam Movement,2001,0.0,0.0,1
2927,Free and Democratic Society of Eastern Kurdistan (KODAR),2015,0.0,20.0,1
2928,Freedom Eagles of Africa,2009,0.0,0.0,2
2929,Freedom Party,1987,1.0,2.0,1
2930,Freedom Party,1989,14.0,2.0,2
2931,Freital Group,2015,1.0,0.0,3
2932,French Armed Islamic Front,2004,10.0,0.0,1
2933,French Basque Nationalists,1981,0.0,0.0,1
2934,French Liberation Front,1980,0.0,0.0,1
2935,French National,1992,0.0,1.0,1
2936,Friendly Company,1999,0.0,0.0,1
2937,Friends of Freedom,2010,0.0,0.0,2
2938,Friends of Loukanikos,2012,0.0,0.0,1
2939,Front For the Liberation of the Azores,1977,0.0,0.0,5
2940,Front For the Liberation of the Azores,1978,11.0,0.0,1
2941,Front For the Liberation of the Azores,1979,0.0,0.0,2
2942,Front Line Armed Nuclei (FLAN),1982,1.0,0.0,1
2943,Front de Liberation du Quebec (FLQ),1970,0.0,1.0,2
2944,Front for Armenian Liberation,1973,0.0,0.0,1
2945,Front for Peace and Reconciliation (FRP),2002,0.0,0.0,1
2946,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),1992,0.0,0.0,2
2947,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),2016,0.0,0.0,1
2948,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),2017,6.0,6.0,4
2949,Front for the Liberation of Lebanon from Foreigners,1980,8.0,1.0,2
2950,Front for the Liberation of Lebanon from Foreigners,1981,608.0,228.0,7
2951,Front for the Liberation of Lebanon from Foreigners,1982,46.0,11.0,4
2952,Front for the Liberation of Lebanon from Foreigners,1983,153.0,47.0,2
2953,Front for the Liberation of the Enclave of Cabinda (FLEC),1977,0.0,0.0,3
2954,Front for the Liberation of the Enclave of Cabinda (FLEC),1990,0.0,0.0,2
2955,Front for the Liberation of the Enclave of Cabinda (FLEC),1992,1.0,4.0,4
2956,Front for the Liberation of the Enclave of Cabinda (FLEC),1994,1.0,0.0,2
2957,Front for the Liberation of the Enclave of Cabinda (FLEC),1995,0.0,10.0,1
2958,Front for the Liberation of the Enclave of Cabinda (FLEC),1999,6.0,4.0,1
2959,Front for the Liberation of the Enclave of Cabinda (FLEC),2000,0.0,1.0,2
2960,Front for the Liberation of the Enclave of Cabinda (FLEC),2010,7.0,4.0,2
2961,Front for the Liberation of the French Somali Coast,1975,0.0,0.0,1
2962,Front for the Liberation of the French Somali Coast,1976,0.0,1.0,2
2963,Front for the National Liberation of Puerto Rico,1978,0.0,0.0,3
2964,Front for the Restoration of Unity and Democracy,1991,26.0,8.0,1
2965,Front for the Restoration of Unity and Democracy,1992,21.0,228.0,4
2966,Front for the Restoration of Unity and Democracy,2017,0.0,0.0,1
2967,Front of French National Liberation,1978,1.0,0.0,1
2968,Front of Resistance and National Liberation of Albanians,1991,2.0,0.0,1
2969,Fronte Paesanu Corsu di Liberazione (FPCL),1975,0.0,0.0,1
2970,Fuerza Nueva,1978,0.0,0.0,2
2971,Fuerza Nueva,1980,0.0,1.0,1
2972,Fuerza Nueva,1981,0.0,0.0,1
2973,Fuerza Nueva,1982,0.0,0.0,1
2974,Fuerzas Armadas Revolucionarias del Pueblo (FARP),2000,3.0,0.0,1
2975,Fuerzas Armadas Revolucionarias del Pueblo (FARP),2001,2.0,0.0,2
2976,Fuerzas Armadas de Liberacion Nacional (FALN),1974,3.0,0.0,18
2977,Fuerzas Armadas de Liberacion Nacional (FALN),1975,58.0,4.0,24
2978,Fuerzas Armadas de Liberacion Nacional (FALN),1976,5.0,0.0,18
2979,Fuerzas Armadas de Liberacion Nacional (FALN),1977,8.0,1.0,24
2980,Fuerzas Armadas de Liberacion Nacional (FALN),1978,2.0,0.0,12
2981,Fuerzas Armadas de Liberacion Nacional (FALN),1979,8.0,2.0,11
2982,Fuerzas Armadas de Liberacion Nacional (FALN),1980,0.0,0.0,2
2983,Fuerzas Armadas de Liberacion Nacional (FALN),1981,0.0,0.0,1
2984,Fuerzas Armadas de Liberacion Nacional (FALN),1982,3.0,0.0,10
2985,Fuerzas Autonómicas y Destructivas León Czolgoscz,2006,1.0,0.0,1
2986,Fuerzas Populares Jose Leonardo Chirinos,1992,0.0,0.0,1
2987,Fulani extremists,2002,0.0,14.0,1
2988,Fulani extremists,2010,8.0,13.0,3
2989,Fulani extremists,2012,2.0,6.0,2
2990,Fulani extremists,2013,37.0,66.0,14
2991,Fulani extremists,2014,399.0,1253.0,161
2992,Fulani extremists,2015,141.0,572.0,97
2993,Fulani extremists,2016,129.0,819.0,155
2994,Fulani extremists,2017,62.0,340.0,78
2995,Fulani extremists,2018,244.0,1188.0,304
2996,Fundamentalists,1994,0.0,0.0,1
2997,Fundamentalists,2000,0.0,0.0,1
2998,Furious Rebellion,1994,0.0,0.0,1
2999,Future movement (Lebanon),2008,2.0,2.0,1
3000,GAC,1970,0.0,0.0,2
3001,GAC,1971,0.0,0.0,2
3002,GAC,1972,0.0,0.0,1
3003,GAC,1973,0.0,0.0,1
3004,GAC,1974,0.0,0.0,1
3005,GN-95,1996,0.0,1.0,1
3006,GP II,1981,1.0,0.0,1
3007,Gaddafi loyalists,1980,0.0,1.0,1
3008,Gaitanista Self-Defense Forces of Colombia (AGC),2018,25.0,0.0,1
3009,Ganda Koi,1994,7.0,0.0,1
3010,Gang,1981,0.0,3.0,1
3011,Gang,1983,0.0,1.0,1
3012,Gang,1992,9.0,0.0,1
3013,Gang,1996,55.0,5.0,1
3014,Gang separatists terrorists,1986,3.0,0.0,1
3015,Gangs of Conscience,2008,0.0,0.0,1
3016,Gangs of Conscience,2009,0.0,0.0,1
3017,Garo National Liberation Army,2010,7.0,2.0,5
3018,Garo National Liberation Army,2011,19.0,15.0,20
3019,Garo National Liberation Army,2012,14.0,13.0,36
3020,Garo National Liberation Army,2013,7.0,19.0,34
3021,Garo National Liberation Army,2014,23.0,9.0,24
3022,Garo National Liberation Army,2015,21.0,12.0,24
3023,Garo National Liberation Army,2016,3.0,5.0,15
3024,Garo National Liberation Army,2017,8.0,2.0,8
3025,Garo National Liberation Army,2018,3.0,4.0,3
3026,Gathering to Aid the Oppressed,2015,0.0,3.0,1
3027,Gay Liberation Front,1977,0.0,0.0,2
3028,Gazteriak,1999,0.0,0.0,1
3029,Gbagbo Loyalists,2012,1.0,21.0,7
3030,Gbagbo Loyalists,2017,2.0,0.0,11
3031,Generation of Arab Fury,1989,16.0,1.0,2
3032,George Jackson Brigade,1975,0.0,0.0,7
3033,George Jackson Brigade,1976,0.0,1.0,1
3034,George Jackson Brigade,1977,0.0,0.0,12
3035,Georgian Militants,1991,8.0,2.0,1
3036,Georgian Militants,1992,0.0,30.0,1
3037,Georgian Militants,2001,0.0,4.0,1
3038,Georgian Sabotage Group,1994,0.0,4.0,1
3039,Georgian extremists,1992,5.0,1.0,2
3040,Georgian extremists,1999,5.0,0.0,2
3041,Georgian guerrillas,1992,0.0,0.0,1
3042,German Resistance Movement,2014,0.0,0.0,2
3043,German Speaking Separatists,1981,0.0,0.0,1
3044,German Speaking Separatists,1986,0.0,0.0,2
3045,Ghniwah Militia,2016,0.0,0.0,1
3046,Ghniwah Militia,2018,0.0,0.0,1
3047,Gholam Yahya Akbar,2009,0.0,0.0,1
3048,Gilad Shalhevet Brigades,2001,4.0,3.0,1
3049,Global Intifada,2005,0.0,0.0,2
3050,Global Intifada,2009,0.0,0.0,1
3051,God our Father Cult,1990,0.0,5.0,1
3052,God's Army,2000,0.0,6.0,2
3053,God's Oppressed Army,1992,0.0,0.0,2
3054,Golden Dawn,2013,0.0,1.0,1
3055,Golden Dawn,2018,5.0,0.0,1
3056,Gono Bahini (GB),2009,0.0,4.0,2
3057,Good Vision Party (India),2017,0.0,0.0,1
3058,Gorkha Janmukti Morcha (GJM),2017,19.0,0.0,67
3059,Gorkha Liberation Army (GLA),2017,2.0,1.0,9
3060,Government Supporters,2000,1.0,0.0,1
3061,Government Supporters,2012,0.0,1.0,1
3062,Government Supporters,2017,20.0,0.0,1
3063,Gracchus Babeuf,1989,0.0,0.0,1
3064,Gracchus Babeuf,1990,0.0,0.0,2
3065,Gracchus Babeuf,1991,0.0,0.0,2
3066,Great Eastern Islamic Raiders Front (IBDA-C),1994,17.0,2.0,21
3067,Great Eastern Islamic Raiders Front (IBDA-C),1995,0.0,1.0,1
3068,Great Eastern Islamic Raiders Front (IBDA-C),1997,0.0,0.0,1
3069,Great Eastern Islamic Raiders Front (IBDA-C),1999,0.0,1.0,4
3070,Great Eastern Islamic Raiders Front (IBDA-C),2000,1.0,0.0,4
3071,Great Eastern Islamic Raiders Front (IBDA-C),2001,1.0,1.0,3
3072,Great Eastern Islamic Raiders Front (IBDA-C),2003,302.0,22.0,2
3073,Great Japan Patriotic Party,1992,0.0,0.0,1
3074,Greater Damascus Operations Room,2014,4.0,1.0,2
3075,Greek Anarchists' Union,1992,1.0,0.0,2
3076,Greek Anti-Dictatorial Youth (EAN),1973,0.0,0.0,1
3077,Greek Bulgarian Armenian Front,1986,1.0,1.0,1
3078,Greek National Socialist Organization,1977,0.0,1.0,2
3079,Greek National Socialist Organization,1978,1.0,0.0,1
3080,Greek Popular Resistance,1979,0.0,0.0,1
3081,Grey Wolves,1981,3.0,0.0,1
3082,Grey Wolves,1988,1.0,1.0,2
3083,Grey Wolves,1998,0.0,0.0,5
3084,Group Yuri Choukewitch,1980,0.0,0.0,1
3085,Group for Martyred Isam as-Sartawi,1983,0.0,0.0,2
3086,Group for a Strong Revolutionary Movement,1991,0.0,0.0,1
3087,Group of Carlo Giuliani,2001,0.0,0.0,1
3088,Group of Popular Fighters,2013,0.0,0.0,2
3089,Group of Popular Fighters,2014,0.0,0.0,2
3090,Group of Popular Fighters,2015,0.0,0.0,1
3091,Group of Popular Fighters,2016,0.0,0.0,1
3092,Group of Popular Fighters,2017,0.0,0.0,2
3093,Group of Popular Fighters,2018,0.0,0.0,1
3094,Group of the Fatima Church Attack,2015,0.0,0.0,1
3095,Groups Seeking Independence,1986,1.0,0.0,1
3096,Groups for Dissemination of Revolutionary Theory and Action,2010,0.0,0.0,1
3097,Groups of Martyr Baha Eleyan,2017,17.0,5.0,1
3098,Grozny Jamaat,2002,5.0,17.0,1
3099,Grupo Armado de Liberacion Argentina (GALA),1983,0.0,0.0,1
3100,Grupo Estrella,1980,1.0,0.0,2
3101,Grupo Estrella,1981,0.0,0.0,1
3102,Grupo Estrella,1982,1.0,0.0,1
3103,Grupo Libertad,1992,0.0,0.0,1
3104,Grupo de Combatientes Populares,1997,0.0,0.0,1
3105,Grupo de Combatientes Populares,2000,0.0,0.0,1
3106,Gruppe Haw Weg Den Scheiss,1984,0.0,0.0,1
3107,Gruppe Haw Weg Den Scheiss,1985,0.0,0.0,1
3108,Guadalcanal Liberation Army,1999,0.0,2.0,1
3109,Guadalcanal Liberation Front (GLF),2002,0.0,1.0,1
3110,Guadeloupe Liberation Army,1980,1.0,0.0,1
3111,Guadeloupe Liberation Army,1981,0.0,1.0,3
3112,Guadeloupe Liberation Army,1983,0.0,0.0,3
3113,Guadeloupe Separatists,1981,1.0,0.0,1
3114,Guajajara Tribe,1992,0.0,0.0,1
3115,Guardians of the Islamic Revolution,1987,1.0,2.0,2
3116,Guards of the Fighting Proletariat,1979,0.0,0.0,1
3117,Guardsmen of Islam,1980,3.0,3.0,1
3118,Guardsmen of Islam,1984,0.0,0.0,1
3119,Guatemalan Communist Party,1980,0.0,1.0,1
3120,Guatemalan Communist Party,1983,0.0,12.0,1
3121,Guatemalan Labor Party (PGT),1978,0.0,0.0,2
3122,Guatemalan Labor Party (PGT),1979,1.0,3.0,4
3123,Guatemalan Labor Party (PGT),1980,0.0,2.0,2
3124,Guatemalan Labor Party (PGT),1981,0.0,3.0,3
3125,Guatemalan Labor Party (PGT),1982,0.0,0.0,1
3126,Guatemalan Labor Party (PGT),1983,0.0,1.0,3
3127,Guatemalan Labor Party (PGT),1984,0.0,2.0,2
3128,Guatemalan Labor Party (PGT),1987,0.0,0.0,3
3129,Guatemalan Labor Party (PGT),1988,0.0,0.0,1
3130,Guatemalan Labor Party (PGT),1990,0.0,0.0,1
3131,Guatemalan National Revolutionary Unity (URNG),1983,3.0,3.0,1
3132,Guatemalan National Revolutionary Unity (URNG),1985,1.0,0.0,1
3133,Guatemalan National Revolutionary Unity (URNG),1987,0.0,0.0,6
3134,Guatemalan National Revolutionary Unity (URNG),1988,0.0,61.0,4
3135,Guatemalan National Revolutionary Unity (URNG),1989,4.0,0.0,13
3136,Guatemalan National Revolutionary Unity (URNG),1990,31.0,12.0,17
3137,Guatemalan National Revolutionary Unity (URNG),1991,14.0,28.0,35
3138,Guatemalan National Revolutionary Unity (URNG),1992,4.0,0.0,9
3139,Guatemalan National Revolutionary Unity (URNG),1994,17.0,9.0,11
3140,Guatemalan National Revolutionary Unity (URNG),1995,1.0,1.0,28
3141,Guatemalan National Revolutionary Unity (URNG),1996,6.0,1.0,6
3142,Guatemalan hired assasins,1997,0.0,1.0,1
3143,Guaycaipuro Indians,1996,0.0,0.0,1
3144,Guerilla Party of the Galician Poor,1991,0.0,0.0,3
3145,Guerrilla Army of the Poor (EGP),1975,0.0,23.0,3
3146,Guerrilla Army of the Poor (EGP),1976,5.0,6.0,9
3147,Guerrilla Army of the Poor (EGP),1977,0.0,2.0,3
3148,Guerrilla Army of the Poor (EGP),1978,8.0,23.0,10
3149,Guerrilla Army of the Poor (EGP),1979,9.0,19.0,23
3150,Guerrilla Army of the Poor (EGP),1980,13.0,61.0,25
3151,Guerrilla Army of the Poor (EGP),1981,10.0,204.0,38
3152,Guerrilla Army of the Poor (EGP),1982,11.0,195.0,33
3153,Guerrilla Army of the Poor (EGP),1983,0.0,2.0,2
3154,Guerrilla Army of the Poor (EGP),1984,3.0,10.0,2
3155,Guerrilla Army of the Poor (EGP),1985,6.0,11.0,2
3156,Guerrilla Army of the Poor (EGP),1987,17.0,22.0,3
3157,Guerrilla Army of the Poor (EGP),1988,20.0,0.0,1
3158,Guerrilla Army of the Poor (EGP),1989,1.0,1.0,1
3159,Guerrilla Army of the Poor (EGP),1994,0.0,0.0,2
3160,Guerrilla Command Force 97,1997,1.0,0.0,1
3161,Guerrilla Commando of the people,1981,0.0,0.0,1
3162,Guerrilla Forces for Liberation,1987,0.0,0.0,7
3163,Guerrilla Movement of the Poor (MGP),1991,0.0,0.0,1
3164,Guerrillas,1978,0.0,0.0,1
3165,Guerrillas,1979,23.0,18.0,17
3166,Guerrillas,1980,5.0,1.0,4
3167,Guerrillas,1981,10.0,19.0,11
3168,Guerrillas,1984,4.0,3.0,2
3169,Guerrillas,1985,0.0,4.0,3
3170,Guerrillas,1987,0.0,32.0,3
3171,Guerrillas,1991,3.0,1.0,5
3172,Guerrillas,1992,70.0,11.0,1
3173,Guerrillas,1994,0.0,0.0,1
3174,Guerrillas,1995,5.0,1.0,1
3175,Guerrillas,2000,0.0,6.0,2
3176,Guerrillas of Christ the King,1977,1.0,0.0,1
3177,Guerrillas of Christ the King,1979,7.0,0.0,1
3178,Gugama Youth Federation,2006,0.0,0.0,1
3179,Gulf Cartel,2008,101.0,8.0,1
3180,Gun runners,1996,0.0,5.0,1
3181,Gunib Group,2016,0.0,1.0,1
3182,Gunmen,1980,0.0,6.0,3
3183,Gunmen,1981,2.0,1.0,1
3184,Gunmen,1982,1.0,1.0,2
3185,Gunmen,1983,0.0,0.0,1
3186,Gunmen,1986,0.0,3.0,3
3187,Gunmen,1987,2.0,0.0,1
3188,Gunmen,1994,0.0,5.0,3
3189,Gunmen,1995,1.0,12.0,11
3190,Gunmen,1996,34.0,33.0,14
3191,Gunmen,1997,8.0,0.0,1
3192,Gunmen,1998,0.0,1.0,1
3193,Gunmen,1999,1.0,3.0,2
3194,Gunmen,2000,22.0,46.0,32
3195,Gunmen,2001,42.0,74.0,30
3196,Gunmen,2002,126.0,99.0,35
3197,Gunmen,2003,0.0,60.0,2
3198,Gunmen,2004,0.0,0.0,1
3199,Gunmen,2008,13.0,20.0,3
3200,Gunmen,2009,7.0,6.0,11
3201,Gunmen,2010,3.0,3.0,5
3202,Gunmen,2011,91.0,140.0,118
